episode,timestep,reward
1,461,-1204.9167172801178
2,641,-1203.2632907448797
3,805,-1203.5556285384284
4,974,-1203.710873055029
5,1162,-1203.4329127339188
6,1322,-1203.6076093080126
7,1499,-1203.1110799668097
8,1661,-1202.8480209084114
9,1817,-1203.2823024501513
10,2004,-1203.015422407975
11,2175,-1203.262853164548
12,2398,-1203.581280021154
13,2602,-1203.3347659693015
14,2760,-1203.22413322234
15,2912,-1202.8449434441977
16,3065,-1202.9020895087383
17,3207,-1203.0409207148596
18,3368,-1202.894161981393
19,3527,-1202.680721875516
20,3674,-1202.4432306606056
21,3816,-1202.512032895313
22,3975,-1202.2866958400825
23,4150,-1202.3545486339533
24,4306,-1202.310028682564
25,4462,-1202.2703591350105
26,4623,-1202.2838044260707
27,4778,-1201.9996374356429
28,4936,-1201.9193248269291
29,5114,-1201.8985844226686
30,5285,-1201.834661246151
31,5491,-1202.2804391296297
32,5672,-1202.187830338235
33,5853,-1202.1471438954948
34,6183,-1204.2487674996373
35,6493,-1207.655227471937
36,6847,-1207.8033237565191
37,7214,-1207.9140014458449
38,7552,-1207.900760983172
39,7793,-1209.936194811681
40,8071,-1211.9870895120714
41,8329,-1213.2589845121083
42,8593,-1214.4269259653893
43,8830,-1215.2886358082192
44,9025,-1215.9600842328748
45,9283,-1216.8083976944984
46,9536,-1217.4116298685024
47,9753,-1217.967152316976
48,9946,-1217.8751113151154
49,10186,-1217.8176151142206
50,10460,-1217.8011330731567
51,10896,-1217.8211847681198
52,11396,-1194.578814834503
53,11578,-1194.8486206558925
54,11775,-1195.0032776476755
55,12009,-1195.2055550796015
56,12509,-1173.9680863844292
57,13009,-1153.4385350446323
58,13373,-1154.2218814416572
59,13873,-1134.7063409983439
60,14043,-1135.8063658715846
61,14220,-1136.7991324646532
62,14464,-1137.8273551047514
63,14964,-1119.8112552280909
64,15380,-1121.0652668545126
65,15880,-1103.8542616145758
66,16061,-1105.2760846439244
67,16561,-1088.8264858633509
68,17061,-1072.892827354186
69,17561,-1057.4466481229533
70,18061,-1042.4048640242245
71,18561,-1028.5004795916645
72,19061,-1014.2463077960739
73,19561,-1000.5006010347217
74,20061,-987.0183446934982
75,20561,-973.9548968386121
76,21061,-961.2446206613473
77,21561,-948.8020076375935
78,22061,-936.7313854880343
79,22561,-924.9391261319474
80,23010,-928.4497915725885
81,23510,-917.0455643733492
82,24010,-905.9058787421176
83,24510,-895.2177249696791
84,25010,-884.6125431929918
85,25510,-874.2424930382634
86,26010,-864.1451946341373
87,26510,-854.2596137735236
88,27010,-844.6238969369813
89,27510,-835.2116321115923
90,28010,-825.9996493840849
91,28510,-816.9866763479689
92,29010,-808.2081528628397
93,29510,-800.77445450411
94,30010,-792.312589376753
95,30510,-784.0835039959609
96,31010,-776.284597978664
97,31221,-780.7647449225526
98,31383,-785.2019230610885
99,31568,-789.6086017230054
100,31729,-793.8421679338174
101,31925,-793.9389121114675
102,32114,-794.0983839913348
103,32303,-794.2147351172626
104,32469,-794.3523822209886
105,32658,-794.4740068007297
106,32879,-794.5735011643108
107,33130,-795.1552932716435
108,33382,-795.7135720961577
109,33621,-796.3521517321376
110,33902,-797.3570963349282
111,34402,-785.731862566318
112,34902,-773.9911982663433
113,35402,-762.1783545001847
114,35902,-750.3494971033003
115,36402,-738.5820406671702
116,36902,-726.6640746607434
117,37402,-714.7096081835288
118,37902,-702.7729676802522
119,38402,-690.8557404173546
120,38902,-678.9286144844315
121,39402,-666.9282970118863
122,39902,-654.9830205460365
123,40402,-643.0156237040476
124,40902,-631.0565714475559
125,41402,-619.1170312292918
126,41902,-607.1666710834069
127,42402,-595.3185802626214
128,42789,-595.3568957896846
129,43289,-583.4283064101613
130,43789,-571.5229782895311
131,44289,-559.4843752742443
132,44789,-547.5955357615574
133,45289,-535.6903432806234
134,45789,-523.0665189509036
135,46289,-509.92698767988355
136,46789,-497.9154602137506
137,47289,-485.88907929001414
138,47789,-473.9395758872361
139,48289,-461.1818512457274
140,48789,-448.3804582973599
141,49289,-435.86165182046557
142,49574,-435.2598337136757
