episode,timestep,reward
1,151,-1019.2948250690196
2,267,-1020.0824324741657
3,375,-1019.3777317189906
4,445,-1019.1547827497773
5,528,-1019.1354305396901
6,610,-1019.163392626246
7,792,-1019.9939851805473
8,1040,-1021.4365823583346
9,1166,-1021.6713604441577
10,1379,-1021.5113218455426
11,1556,-1021.4936613791422
12,1927,-1021.6728169949616
13,2146,-1021.7374302501406
14,2497,-1021.7223815337459
15,2997,-954.4972641518145
16,3290,-959.0445054266597
17,3544,-962.8160859953099
18,4044,-909.3405118105854
19,4267,-915.3231246811786
20,4767,-869.5735686424584
21,4976,-876.8678806599448
22,5179,-883.5605266207635
23,5679,-845.1471814613042
24,5838,-852.6221518239503
25,6338,-818.5187286593847
26,6501,-826.4375274917958
27,6687,-833.7570736737216
28,6842,-840.5563969070425
29,7068,-846.8633707494611
30,7202,-852.7891905370458
31,7330,-858.3592075170277
32,7515,-863.546208001447
33,7651,-868.4386813234594
34,7794,-873.048643523929
35,7992,-877.3726473606573
36,8122,-881.4859364879268
37,8301,-885.3450579411594
38,8542,-889.0457442600749
39,8733,-892.6439379339694
40,8893,-896.0438437410994
41,9136,-899.3531203225357
42,9636,-902.5070881017652
43,9829,-905.5564450113635
44,10030,-908.450897625992
45,10413,-911.2342300515887
46,10592,-913.9194917319005
47,10959,-916.4582360146356
48,11199,-918.8888653977291
49,11466,-921.1904329068948
50,11966,-902.7675863903186
51,12227,-905.2179653714272
52,12487,-907.6027494075389
53,12987,-890.4801175614207
54,13192,-893.0456493813986
55,13692,-876.8101094232537
56,14192,-861.1560040175008
57,14692,-846.052689972451
58,15192,-831.4704913856185
59,15692,-817.3820858994251
60,16192,-803.7624408222962
61,16692,-790.589623624671
62,17192,-777.8408350706217
63,17692,-765.4968411717937
64,18192,-753.5383854294544
65,18692,-741.9495113182386
66,19192,-730.7092742723745
67,19692,-719.8142663523483
68,20192,-709.233250411695
69,20692,-698.9705717373305
70,21192,-688.9899633488961
71,21692,-679.2884885593527
72,22192,-669.855671617178
73,22692,-660.6846134927753
74,23192,-651.7574552878058
75,23692,-643.0692770676541
76,24192,-634.6273613804806
77,24692,-626.400187852936
78,25192,-618.3854563453001
79,25692,-610.5684815409442
80,26192,-602.988616124453
81,26692,-595.6416127838723
82,27192,-588.379851713672
83,27692,-581.3021730442002
84,28192,-574.5008503483116
85,28692,-567.7442309379852
86,29192,-561.1427772910514
87,29692,-554.6949652118834
88,30192,-548.3943626270012
89,30692,-542.2427487026648
90,31192,-536.225503359361
91,31692,-530.3350900097574
92,32192,-524.5708016552243
93,32692,-518.9372693577606
94,33192,-513.4191565881476
95,33692,-508.01614527456627
96,34192,-502.73569137934754
97,34692,-497.55390872433327
98,35192,-492.4778694862684
99,35692,-487.5035839266314
100,36192,-482.63899564994745
101,36692,-472.4658202143977
102,37192,-462.2593990186618
103,37692,-452.0840138773019
104,38192,-441.9290509354755
105,38616,-441.99812784979576
106,39116,-431.80523149566426
107,39616,-421.59771662237233
108,40116,-411.2824821621813
109,40616,-401.07510567046637
110,41116,-390.9268935299767
111,41616,-380.71387123157956
112,42116,-370.4778585672001
113,42616,-360.2576159419312
114,43116,-350.04740665735255
115,43616,-349.920701876834
116,44116,-339.6550458605884
117,44616,-329.42439161845533
118,45116,-329.4269715965147
119,45616,-319.19781653062654
120,45909,-329.4457253177953
121,46409,-319.23717362402493
122,46909,-309.0020006137692
123,47409,-309.00466025996985
124,47909,-298.7596222430248
125,48409,-298.76198842936634
126,48909,-288.5194516674739
127,49409,-278.2861876542262
128,49909,-268.0453357579216
129,50409,-257.821796195674
130,50909,-247.5837789723403
131,51409,-237.34535681590404
132,51909,-227.11356157207103
133,52409,-216.8802347901771
134,52909,-206.633808917641
135,53409,-196.3949017720644
136,53909,-186.14592519777304
137,54409,-175.90771337888765
138,54909,-165.65525785734656
139,55409,-155.36339105443005
140,55909,-145.08537782080302
141,56409,-134.77592905300804
142,56909,-124.46005294052733
143,57409,-114.1288361211943
144,57909,-103.80469597421741
145,58409,-93.47340083532613
146,58909,-83.13151617772293
147,59409,-72.80273053775079
148,59909,-62.4729113322204
149,60409,-52.1591813399269
150,60909,-52.166776660929564
151,61409,-41.891548856624205
152,61909,-31.60027012326077
153,62409,-31.610354667102488
154,62909,-21.3270604626554
155,63409,-21.336559800192052
156,63909,-21.33898748336901
157,64409,-21.34988784163336
158,64909,-21.359833668480846
159,65409,-21.36282767904582
160,65909,-21.36930677443945
161,66409,-21.373619750675193
162,66909,-21.384094002257886
163,67360,-31.67989114618633
164,67860,-31.681418220943844
165,68360,-31.680979760874248
166,68860,-31.720834706434164
167,69360,-31.724028566575466
168,69860,-31.729615398973838
169,70360,-31.72160341252926
170,70860,-31.722767047704455
171,71360,-31.72550335813475
172,71860,-31.725431113294025
173,72360,-31.723679497824374
174,72860,-31.72319436448446
175,73360,-31.722000890775686
176,73860,-31.71433278522673
177,74360,-31.70822779193984
178,74860,-31.700154686051437
179,75360,-31.69763874195739
180,75860,-31.691499937307313
181,76360,-31.62025974851164
182,76860,-31.626777634184158
183,77360,-31.630048126786576
184,77860,-31.53666300801231
185,78360,-31.538920478644176
186,78860,-31.543612786674252
187,79360,-31.551308413385755
188,79860,-31.55522649910919
189,80360,-31.5491993971182
190,80511,-41.76447503851491
191,81011,-41.76278541557962
192,81511,-41.76714497544166
193,81889,-52.08730027006632
194,82389,-52.08522026178234
195,82889,-52.08811891979378
196,83389,-52.10507467434373
197,83889,-52.104333551758366
198,84389,-52.11182378795918
199,84889,-52.11734095137947
200,85389,-52.10724905667813
201,85889,-52.09536866191408
202,86389,-52.10046692319696
203,86889,-52.0966045647679
204,87389,-52.073903769676555
205,87889,-41.81864038731394
206,88389,-41.81898442625239
207,88889,-41.777111832787135
208,89389,-41.77757890428438
209,89889,-41.75025099844854
210,90389,-41.69850787352399
211,90889,-41.69940779026918
212,91389,-41.70349530879106
213,91889,-41.70058316861858
214,92389,-41.69926984797111
215,92889,-41.700270242485985
216,93389,-41.69688096328503
217,93889,-41.70154618427621
218,94389,-41.69651854543781
219,94889,-41.72168775671382
220,95389,-31.479856198781444
221,95889,-31.46102558804476
222,96389,-31.470578911931312
223,96889,-31.469130579362954
224,97389,-31.477280773809643
225,97889,-31.475085613799887
226,98389,-31.47541560683598
227,98889,-31.468481681446345
228,99389,-31.477549413461283
229,99889,-31.466875328575956
