episode,timestep,reward
1,225,-1024.1917791249052
2,403,-1023.0313829392792
3,481,-1021.4078227204456
4,554,-1020.6213077617953
5,623,-1020.1110395859956
6,688,-1019.740162690398
7,753,-1019.4279827562877
8,811,-1019.2104913720675
9,867,-1019.0819594096117
10,935,-1018.9931996553505
11,995,-1018.9021338591664
12,1065,-1018.8076761767529
13,1144,-1018.7585239417489
14,1261,-1018.7894557381069
15,1368,-1018.7936964155139
16,1733,-1019.0726084764806
17,1904,-1019.5952686589108
18,2029,-1019.6244362656768
19,2318,-1020.15372819791
20,2818,-969.2196616105682
21,3318,-923.1530817954038
22,3818,-881.27090240961
23,4318,-842.9578489349555
24,4569,-850.7781701322725
25,4835,-857.9378132827475
26,5229,-864.4962881837148
27,5493,-870.3987497525762
28,5756,-875.813322428332
29,6256,-845.627432636592
30,6756,-817.4691496633599
31,7256,-791.1690791651255
32,7756,-766.4722761028761
33,8256,-743.473595941123
34,8756,-721.9887607471485
35,9083,-730.9410734755116
36,9503,-739.2014131330809
37,10002,-747.1071616563986
38,10278,-754.5737923164919
39,10537,-761.7665244502654
40,10946,-768.6369008232502
41,11413,-775.1766183538293
42,11913,-756.7238688993514
43,12413,-739.1318238204663
44,12913,-722.3535776942574
45,13413,-706.30575613667
46,13913,-690.9560866826022
47,14413,-676.2647350191784
48,14913,-662.1913030623275
49,15413,-648.6825987815214
50,15913,-635.7129590761001
51,16413,-623.25140214414
52,16913,-611.269451431662
53,17413,-599.7634581132412
54,17913,-588.6753543301677
55,18413,-577.982985449369
56,18913,-567.6787383466942
57,19413,-557.7265172725181
58,19913,-548.1246461082208
59,20413,-538.8407535242291
60,20913,-529.877564610127
61,21413,-521.2115171333066
62,21913,-512.830979883806
63,22413,-504.7026512682976
64,22913,-496.8389905318955
65,23413,-489.21888896153627
66,23913,-481.81831555364846
67,24413,-474.64658155451013
68,24913,-467.6926258188668
69,25413,-460.9318204395456
70,25913,-454.3643899009853
71,26413,-447.9901044891753
72,26913,-441.77730523294275
73,27413,-435.752820388201
74,27913,-429.87200450532333
75,28413,-424.15877443283915
76,28913,-418.6090767691365
