episode,timestep,reward,raw_reward
1,408,-1813.1007006090263,-1813.1007006090263
2,563,-1446.830430341558,-1080.56016007409
3,629,-1317.7183760989908,-1059.494267613856
4,705,-1273.791486528517,-1142.0108178170956
5,750,-1237.1961472746348,-1090.8147902591058
6,796,-1211.6116494891155,-1083.689160561519
7,871,-1190.0982417055511,-1061.0177950041643
8,953,-1173.7843214272261,-1059.5868794789517
9,1029,-1161.387654827994,-1062.2143220341388
10,1398,-1160.5547603881973,-1153.0587104300266
11,1898,-1079.3435069861762,-267.23097296596535
12,2035,-1082.420605983821,-1116.2686949579122
13,2149,-1088.3099111845024,-1158.98157359268
14,2268,-1097.1647519363253,-1212.2776817100228
15,2344,-1097.314978318465,-1099.4181476684205
16,2464,-1096.6299573455472,-1086.3546427517806
17,2591,-1096.7378023005192,-1098.4633215800695
18,2743,-1096.624537112978,-1094.6990289247794
19,2816,-1096.3487180019472,-1091.3839740033914
20,2902,-1096.009545972536,-1089.5652774137245
21,2994,-1095.3244675112383,-1081.6228982852806
22,3065,-1094.483524105006,-1076.8237125741277
23,3181,-1092.5511983589447,-1050.0400319455978
24,3291,-1092.1030959629154,-1081.796740854242
25,3377,-1090.8527896267094,-1060.8454375577676
26,3461,-1089.6585429273234,-1059.8023754426724
27,3543,-1088.7978618971226,-1066.4201551119033
28,3623,-1086.9772089625192,-1037.8195797282258
29,3713,-1086.2467369121148,-1065.7935195007958
30,3804,-1084.5346635750684,-1034.8845368007198
31,3890,-1082.9302382466342,-1034.7974783936081
32,3997,-1081.4695382905443,-1036.1878396517527
33,4059,-1079.9014343059898,-1029.7221068002475
34,4156,-1078.6663995722313,-1037.9102533581943
35,4241,-1077.463871881786,-1036.5779304066464
36,4321,-1076.3796091401061,-1038.4304131813124
37,4412,-1075.2248732298476,-1033.6543804605437
38,4506,-1074.177409711154,-1035.4212595194929
39,4565,-1073.1136104135433,-1032.6892371043307
40,4655,-1072.1801787998068,-1035.7763458640857
41,4719,-1071.2385713133988,-1033.5742718570825
42,4810,-1070.4068408575324,-1036.305892167007
43,4898,-1069.6507893614712,-1037.8966265269007
44,4989,-1068.886764974783,-1036.0337163471988
45,5069,-1068.1486785364164,-1035.6728752482752
46,5187,-1067.5818242408125,-1042.0733809386375
47,5260,-1067.0191884946598,-1041.1379441716444
48,5356,-1066.599577888554,-1046.8778794015793
49,5447,-1066.131167350154,-1043.647461506959
50,5524,-1065.4102598615664,-1030.0857929207625
51,5592,-1064.9560314560824,-1042.244611181893
52,5687,-1064.7241682931367,-1052.8991469829057
53,5777,-1064.5132721396888,-1053.5466721603868
54,5869,-1063.9937644265742,-1036.459855631504
55,5999,-1064.158098555932,-1073.0321415412532
56,6069,-1063.7713726467678,-1042.5014476427414
57,6188,-1063.606340504494,-1054.364540537161
58,6271,-1063.22866006138,-1041.700874803876
59,6414,-1063.2524146051267,-1064.6301781424302
60,6512,-1062.953266495562,-1045.3035280312504
61,6589,-1062.455422130029,-1032.5847601980583
62,6713,-1062.353332299812,-1056.1258526565684
63,6800,-1062.0391381849624,-1042.5591030642804
64,6932,-1061.8443175011455,-1049.5706144206897
65,7005,-1061.3993775964177,-1032.923223693839
66,7141,-1061.4026046315996,-1061.6123619184189
67,7323,-1061.7000835145489,-1081.333689789205
68,7456,-1061.9795781078585,-1080.7057158596058
69,7586,-1063.3460837766977,-1156.2684692577598
70,7737,-1063.5540506276668,-1077.9037633445428
71,7833,-1063.3145347611187,-1046.5484241027473
72,7911,-1062.9543219725654,-1037.3792139852799
73,8022,-1062.7655108019785,-1049.1711065197094
