episode,timestep,reward,raw_reward
1,154,-1023.6826105229618,-1023.6826105229618
2,246,-1023.9737465331356,-1024.2648825433093
3,468,-1028.1428324671922,-1036.481004335305
4,537,-1025.995677651175,-1019.5542132031233
5,675,-1026.9084684859604,-1030.5596318251016
6,783,-1026.18596563605,-1022.5734513864988
7,888,-1025.5786556109413,-1021.9347954602889
8,997,-1025.1172005094002,-1021.8870147986125
9,1139,-1025.1779959504368,-1025.6643594787301
10,1502,-1027.0936871126553,-1044.334907572622
11,1606,-1028.1422561431361,-1038.6279464479442
12,1881,-1029.1583393989015,-1040.3352552123201
13,2208,-1029.2952549587096,-1030.9382416764097
14,2383,-1029.1037118976892,-1026.6136521044227
15,2617,-1029.2086085058334,-1030.6771610198525
16,2847,-1030.0348121346406,-1042.4278665667466
17,2977,-1030.7113358394909,-1041.535715117094
18,3245,-1030.9738069480454,-1035.4358157934753
19,3525,-1031.1857512209554,-1035.0007481333307
20,3755,-1030.9342770731241,-1026.156268264334
21,4005,-1030.889348526482,-1029.9907775936424
22,4166,-1030.564801784277,-1023.7493201979701
23,4383,-1030.3460317057936,-1025.5330899791568
24,4548,-1030.1879684465266,-1026.5525134833874
25,4957,-1030.3392877127167,-1033.970950101279
26,5166,-1030.631465147788,-1037.9359010245669
27,5476,-1031.00899931404,-1040.824887636593
28,5738,-1031.087159360248,-1033.1974806078667
29,6238,-995.9742444157467,-12.812625969708135
30,6724,-997.3737680735634,-1037.9599541502482
31,6905,-998.6687618529348,-1037.5185752340778
32,7405,-968.13636571743,-21.63208551677837
33,7777,-970.2876686886751,-1039.1293637685192
34,7968,-972.031679898971,-1029.5840498387383
35,8429,-974.2159692987477,-1048.481808891159
36,8778,-976.5236750254694,-1057.2933754607268
37,8925,-977.8087394980984,-1024.0710605127424
38,9087,-979.4395877941167,-1039.7809747467973
39,9232,-980.977165955606,-1039.405136092192
40,9485,-982.3461994232854,-1035.7385046627803
41,9951,-983.6191874200427,-1034.5387072903393
42,10257,-984.6241844471681,-1025.8290625593074
43,10617,-986.0401349591743,-1045.5100564634367
44,11117,-963.7280815440358,-4.309784693080993
45,11617,-942.8922699334358,-26.116559067037965
46,11801,-944.908645649856,-1035.645552888762
47,12261,-946.8381717414455,-1035.5963719545693
48,12694,-948.7700089886022,-1039.566359604962
49,13007,-950.4742734059046,-1032.2789654364203
50,13368,-952.2861408836682,-1041.067647294084
51,13540,-953.9112570218921,-1035.16706393309
52,13734,-955.2612478642516,-1024.1107808245902
53,14234,-937.6448489618674,-21.592106037892844
54,14386,-939.4847332246558,-1036.9985991524343
55,14886,-922.4626060215863,-3.2677370558378276
56,15117,-924.4331905407233,-1032.8153390932455
57,15406,-926.5671103476724,-1046.066619536817
58,15679,-928.6041289866566,-1044.7141914087656
59,15995,-930.5558121786956,-1043.7534373169526
60,16213,-932.4025325714476,-1041.3590357438122
61,16396,-934.0842723809229,-1034.9886609494395
62,16559,-935.7084652648841,-1034.7842311865143
63,16738,-937.2588658287634,-1033.3837007892819
64,16990,-938.7324371978461,-1031.5674334500643
65,17185,-940.1949386518887,-1033.795031710613
66,17408,-941.6292096307561,-1034.8568232571329
67,17514,-943.0496116932588,-1036.7961478184347
68,17665,-944.3962318771787,-1034.6197841998155
69,17768,-945.7049116924449,-1034.6951391305392
70,17920,-946.994524201804,-1035.9777873475848
71,18077,-948.231743970712,-1034.837127794284
72,18244,-949.4160330130422,-1033.5005550184849
73,18402,-950.5729677694858,-1033.872270233413
74,18574,-951.6460995857989,-1029.9847221766472
75,18747,-952.7483739136147,-1034.3166741719947
76,18854,-953.8345791216755,-1035.299969726229
77,18964,-954.8945749374972,-1035.454256939943
78,19106,-955.9232007192611,-1035.1273859150833
79,19229,-956.927173083984,-1035.2370175323672
80,19338,-957.8955654947774,-1034.3985659474745
81,19454,-958.8452721985755,-1034.8218085024184
82,19625,-959.7650965168024,-1034.270866293188
83,19754,-960.6700903235987,-1034.879582480901
84,19853,-961.534410662683,-1033.2729988066667
85,20002,-962.3781183333347,-1033.2495626680732
86,20177,-963.1900147225772,-1032.2012078081884
87,20316,-964.0069644485928,-1034.264640885944
88,20444,-964.7919471238903,-1033.0854398747747
89,20555,-965.5769273246611,-1034.6551849925088
90,20673,-966.3473320203652,-1034.9133499380193
91,20818,-967.1109134625555,-1035.833243259679
92,21009,-967.822871050329,-1032.6110115377178
93,21125,-968.5313206625428,-1033.7086849862035
94,21257,-969.2470590211888,-1035.8107263752677
95,21388,-969.9278876734983,-1033.9257809905962
96,21486,-970.5684737549728,-1031.4241514950634
97,21617,-971.1878738152958,-1030.6502796063066
98,21754,-971.8195038784208,-1033.0876200015546
99,21912,-972.4077432302374,-1030.055199708267
100,22036,-973.0266678412424,-1034.3002043307397
101,22162,-973.1274340566271,-1033.7592320614137
102,22279,-973.1891503511778,-1030.4365119983704
103,22392,-973.1367329466127,-1031.2392638787942
104,22495,-973.299933192045,-1035.8742377463388
105,22620,-973.3754102889069,-1038.1073415113246
106,22778,-973.4727163197828,-1032.304054474074
107,22892,-973.6224880107923,-1036.911964561246
108,23064,-973.7385051062175,-1033.4887243411179
109,23154,-973.7795583036302,-1029.7696792199886
110,23266,-973.6299838520625,-1029.377462415873
111,23415,-973.5341142595208,-1029.0409871937768
112,23556,-973.4010206694383,-1027.025896204076
113,23671,-973.419091024651,-1032.745277197673
114,23789,-973.5199117530941,-1036.6957249487336
115,23893,-973.5628046907387,-1034.966454784313
116,24011,-973.505519512464,-1036.6993487392938
117,24143,-973.453572553718,-1036.3410192424603
118,24260,-973.4608350215666,-1036.1620625783578
119,24396,-973.4299776049616,-1031.9150064728117
120,24498,-973.5253233239994,-1035.690840168109
121,24611,-973.5489024322912,-1032.3486884228357
122,24746,-973.6725966104221,-1036.11873801106
123,24900,-973.779813557953,-1036.2547847322396
124,25076,-973.8770173871147,-1036.2728963995708
125,25227,-973.9089980644505,-1037.1690178348579
126,25366,-973.871095218028,-1034.1456163823113
127,25467,-973.8087196663056,-1034.587332464351
128,25632,-973.8373871087955,-1036.06422485686
129,25735,-984.0608427908426,-1035.1581941744098
130,25844,-984.0412020690413,-1035.9958819701387
131,25954,-984.0239120486201,-1035.7895731919475
132,26059,-994.1668455956097,-1035.9254402157494
133,26218,-994.1256104760816,-1035.0058518156902
134,26341,-994.2031267908856,-1037.3356813191544
135,26446,-994.0331782717076,-1031.4869569733596
136,26566,-993.8058978669254,-1034.5653349825109
137,26698,-993.9033742045074,-1033.8186942709253
138,26804,-993.8535032080861,-1034.793875104667
139,26937,-993.7970508609138,-1033.759901374958
140,27028,-993.7410036252894,-1030.133781100358
141,27137,-993.7411565770698,-1034.5540024683637
142,27259,-993.8296203148739,-1034.6754363397129
143,27387,-993.7035037123695,-1032.898396213001
144,27504,-1004.0165951195406,-1035.6189254101887
145,27632,-1014.1052888474928,-1034.985931862227
146,27746,-1014.0947046353773,-1034.5871316772186
147,27885,-1014.0911025344764,-1035.2361618644934
148,28032,-1014.034358689274,-1033.8919750847167
149,28163,-1014.0619937487622,-1035.0424713852437
150,28273,-1013.9934577793375,-1034.2140503516268
151,28424,-1013.9805006861752,-1033.8713546168678
152,28571,-1014.094176841615,-1035.4783963685513
153,28692,-1024.242224307472,-1036.396852623594
154,28793,-1024.1470583325279,-1027.482001658025
155,28907,-1034.4698717291833,-1035.5490767213773
156,29029,-1034.4874751616048,-1034.5756823354088
157,29124,-1034.370235758173,-1034.3426791936527
158,29275,-1034.2658169976858,-1034.2723153600366
159,29404,-1034.1739176712313,-1034.5635046714951
160,29533,-1034.093425819321,-1033.3098505527923
161,29781,-1034.0629531272355,-1031.9413917408672
162,29881,-1034.062219137286,-1034.710832191594
163,29978,-1033.931979037622,-1020.3596908228857
164,30158,-1033.9785427350027,-1036.2238031881345
165,30262,-1033.8483178897256,-1020.7725471829046
166,30418,-1033.8543904617345,-1035.464080458025
167,30551,-1033.7266914893146,-1024.0262505764147
168,30813,-1033.6795945485717,-1029.9100901255413
169,30935,-1033.5543390761104,-1022.1695918843732
