episode,timestep,reward,raw_reward
1,409,-1046.8936744343089,-1046.8936744343089
2,687,-1041.4441046461732,-1035.9945348580375
3,791,-1040.833858627289,-1039.6133665895204
4,889,-1035.8674967134705,-1020.9684109720152
5,1140,-1034.8208820170298,-1030.6344232312679
6,1222,-1033.036505962957,-1024.1146256925933
7,1309,-1031.8100559604904,-1024.45135594569
8,1560,-1031.2817094239274,-1027.583283667986
9,1952,-1031.7254486119198,-1035.275362115859
10,2261,-1031.3645884133243,-1028.1168466259655
11,2460,-1031.2746043402972,-1030.374763610026
12,2586,-1031.2027562295618,-1030.4124270114721
13,2699,-1030.8001524357444,-1025.9689069099372
14,2809,-1030.5132116254458,-1026.7829810915653
15,2906,-1030.2723584547798,-1026.9004140654542
16,3119,-1030.2045190725808,-1029.1869283395952
17,3238,-1029.9327131983869,-1025.5838192112867
18,3738,-973.2420325304572,-9.500461175650505
19,3953,-976.0490172895622,-1026.574742953452
20,4453,-927.9128923908771,-13.326519315860173
21,4558,-932.336739795475,-1020.813687887431
22,4692,-936.5043032549219,-1024.0231359033073
23,4828,-940.5422757289957,-1029.3776701586198
24,5000,-944.0492627803893,-1024.7099649624424
25,5188,-947.7372312413602,-1036.2484743046584
26,5310,-950.6543231575088,-1023.581621061223
27,5448,-953.5674543194001,-1029.3088645285748
28,5553,-956.211329491426,-1027.595959136124
29,5689,-958.6620336476838,-1027.2817500229046
30,5808,-960.9544602932997,-1027.434833016159
31,5933,-963.1270991282782,-1028.306264177635
32,6433,-933.5054059740739,-15.232918193740742
33,6590,-936.6366567407848,-1036.8366812755346
34,7090,-909.5624113882756,-16.112314755468283
35,7590,-883.9810413964083,-14.21446167292121
36,8090,-859.9089872315403,-17.387091461165326
37,8590,-837.0302400364313,-13.395341012505174
38,9090,-815.3818886455705,-14.392887183715624
39,9461,-821.1988609907382,-1042.2438101071143
40,9551,-826.1697770736591,-1020.0355043075755
41,9682,-831.01291107026,-1024.7382709342949
42,9773,-835.5127525376785,-1020.0062527018396
43,9891,-839.8437268037233,-1021.7446459776061
44,10025,-844.0221201086993,-1023.6930322226656
45,10136,-847.9969712368876,-1022.8904208771684
46,10292,-851.8206073667938,-1023.8842332125686
47,10433,-855.5086771331552,-1025.1598863857812
48,10581,-859.0151438934454,-1023.8190816270888
49,10667,-862.2977710698949,-1019.8638755394683
50,10778,-865.50454830347,-1022.6366327486443
51,10970,-868.7041567297138,-1028.6845780419007
52,11470,-852.3407800816464,-17.808571030207627
53,11773,-855.676099760195,-1029.112723044726
54,11933,-858.7797211875128,-1023.271656835356
55,12385,-861.9167957811272,-1031.3188238363082
56,12503,-864.7934771794384,-1023.0109540865594
57,13003,-849.8874974929488,-15.152635049535302
58,13103,-852.8455906110187,-1021.4568983409995
59,13583,-855.9052723673346,-1033.3668142336608
60,14083,-841.9142624839203,-16.444679362470772
61,14413,-844.9914802138914,-1029.6245440121572
62,14913,-831.6283300541079,-16.476170307317034
63,15198,-834.7666281839442,-1029.3411122338007
64,15698,-821.9836074575235,-16.65330169300923
65,15823,-825.1002140406436,-1024.5630353603267
66,16323,-812.846904761577,-16.381801622247966
67,16823,-800.9956393058101,-18.812119225195385
68,17323,-789.4020095255325,-12.628814246941793
69,17452,-792.7930301433846,-1023.3824321573246
70,17952,-781.6328408743344,-11.579781309869634
71,18074,-785.0359836937697,-1023.255981054238
72,18186,-788.3333684437231,-1022.4476856904156
73,18309,-791.5576040831012,-1023.7025701183256
74,18809,-781.0726828569542,-15.673433348221627
75,19309,-770.8496328195034,-14.343930048147085
76,19809,-760.9116451557036,-15.562570370722606
77,19936,-764.3231955459202,-1023.6010252023774
78,20436,-754.7044378426501,-14.060094690858866
79,20936,-745.330970317756,-14.200503376013303
80,21436,-736.1219244791337,-8.607303227958836
81,21552,-739.657620921484,-1022.5133363095074
82,22052,-730.8107213597121,-14.211856856193407
83,22552,-722.1589551712477,-12.714127717167562
84,23052,-713.7466544619114,-15.525695586990793
85,23552,-705.4898325864087,-11.916795044192096
86,23696,-709.1947348676819,-1024.111428775889
87,24196,-701.2811173570819,-20.710011445492835
88,24377,-704.9785679987107,-1026.6567738204126
89,24877,-697.203926896061,-13.035509862902828
90,25377,-689.600598992665,-12.904415590410172
91,25677,-693.3745007612118,-1033.025659930427
92,25893,-697.0024072799114,-1027.1419004815687
93,26393,-689.6386174360969,-12.169951805157528
94,26893,-682.4448237177264,-13.422007909277069
95,27393,-675.3761479323601,-10.920624107930637
96,27893,-668.4123488759124,-6.851438513379421
97,28178,-672.1527415993031,-1031.2304430448205
98,28678,-665.3974734317529,-10.136461179377777
99,28852,-669.1240363676825,-1034.3272040887805
100,29352,-662.5176245203963,-8.482851639076062
101,29852,-652.1576653439237,-10.897756787040597
102,30352,-641.8691813545921,-7.146135924875277
103,30852,-631.5939176944424,-12.087000574559816
104,31352,-621.4611847073479,-7.695112262563529
105,31852,-611.2806219478601,-12.578147282489818
106,32352,-601.168303596177,-12.882790524282145
107,32631,-601.2354434707222,-1031.165343400225
108,33131,-591.1407986216747,-18.11879876321187
109,33631,-580.9313411228097,-14.329612229374243
110,33798,-580.9067928857654,-1025.6620229215232
