episode,timestep,reward,raw_reward
1,110,-2522.3521176018853,-2522.3521176018853
2,223,-2480.8352216550356,-2439.3183257081855
3,295,-2416.414398693188,-2287.5727527694935
4,390,-2243.5354888564234,-1724.8987593461281
5,792,-2270.2891124107327,-2377.303606627971
6,924,-2123.568022062023,-1389.9625703184736
7,1021,-2017.4140462119303,-1380.4901911113734
8,1124,-1936.2559493070821,-1368.149270973145
9,1274,-1860.1795855056234,-1251.5686750939515
10,1774,-1735.4482427395692,-612.8661578450806
11,1938,-1685.1233121711355,-1181.8740064867984
12,2074,-1639.522721943411,-1137.9162294384398
13,2192,-1600.6119732679945,-1133.6829891629975
14,2284,-1565.9207685178878,-1114.9351067665023
15,2402,-1540.1452289879308,-1179.2876755685336
16,2721,-1524.6240453048126,-1291.8062900580394
17,2806,-1504.8204419702718,-1187.9627886176154
18,3010,-1489.0086058164802,-1220.2073912020237
19,3103,-1477.449288673012,-1269.3815800905845
20,3196,-1465.8451505141811,-1245.366525496395
21,3529,-1458.5160070568793,-1311.933137910843
22,3614,-1443.8919195047179,-1136.7860809093263
23,3726,-1432.0759148800084,-1172.1238131363998
24,3825,-1422.3262300468323,-1198.083478883789
25,3935,-1411.5522060729936,-1152.9756307008654
26,4022,-1399.2729806796683,-1092.2923458465343
27,4266,-1390.4039132149978,-1159.8081591335672
28,4369,-1380.4409291977179,-1111.4403607311638
29,4514,-1373.8955684205143,-1190.6254666588159
30,4709,-1365.813714543551,-1131.439952111611
31,5209,-1333.2077599077725,-355.02912083441225
32,5295,-1325.0239155141142,-1071.3247393107067
33,5722,-1329.102748713767,-1459.6254111026587
34,5823,-1329.838260280405,-1354.1101419794586
35,5945,-1329.5448561265378,-1319.5691148950525
36,6412,-1331.59725001806,-1403.4310362213405
37,6666,-1331.2082807913646,-1317.2053886303256
38,6861,-1329.0891208212317,-1250.6802019263164
39,7082,-1327.504992354299,-1267.3081106108573
40,7275,-1324.3344061144628,-1200.6815427608446
41,7468,-1320.709026080039,-1175.6938247030862
42,7708,-1317.4527439014291,-1183.9451745784254
43,7841,-1313.8294742633182,-1161.6521494626586
44,7964,-1310.2179850053178,-1154.9239469112995
