episode,timestep,reward,raw_reward
1,186,-1026.6550705882817,-1026.6550705882817
2,351,-1027.644982641414,-1028.6348946945461
3,715,-1031.95752425243,-1040.5826074744625
4,1072,-1034.7497054918106,-1043.1262492099522
5,1438,-1034.6308467763633,-1034.1554119145749
6,1736,-1033.4250241981747,-1027.3959113072317
7,2064,-1033.947095222192,-1037.0795213662957
8,2277,-1033.9028484176893,-1033.5931207861688
9,2460,-1034.034720097111,-1035.0896935324843
10,2681,-1033.9532453040395,-1033.219972166397
11,2964,-1034.3634595780225,-1030.7572133281126
12,3135,-1035.0195137064488,-1035.195435978808
13,3318,-1034.443552075121,-1034.8229911611852
14,3431,-1033.9512789412227,-1038.2035178709712
15,3823,-1034.2005283843687,-1036.647906346034
16,4006,-1034.9847431598453,-1035.2380590619962
17,4218,-1034.534186466719,-1032.5739544350317
18,4350,-1034.8415186524344,-1036.6664426433229
19,4557,-1034.8328374139678,-1035.0028811478198
20,4757,-1035.0284425534003,-1035.1760235607198
21,4880,-1035.7341262099246,-1037.8140498933567
22,4994,-1036.0984678752736,-1038.8388526322976
23,5198,-1036.0482764447572,-1034.3210768560227
24,5317,-1035.9925882162486,-1037.6466355858875
25,5448,-1035.9489523032664,-1036.21154721621
26,5550,-1036.204544175745,-1037.7939777867828
27,5784,-1036.5503071160342,-1036.0315838379238
28,5951,-1036.5849314091058,-1037.0126855740377
29,6155,-1036.4645122900426,-1033.7986899571874
30,6271,-1036.7924673217308,-1038.4555738776044
31,6469,-1036.5650767134055,-1035.5401438101003
32,6642,-1036.155434619715,-1034.7424316953932
33,6751,-1036.5518306577574,-1038.2850372364492
34,6875,-1036.378326314334,-1035.9115921516511
35,6999,-1036.5561195078076,-1037.9894791509448
36,7168,-1036.3173483714604,-1035.4062664233106
37,7299,-1036.4878040382177,-1037.7361405054983
38,7418,-1036.494702419253,-1037.081669384389
39,7613,-1036.6530030773079,-1035.3816965377412
40,7737,-1036.5618411863504,-1037.5439549680264
41,7852,-1036.749284153388,-1037.414573480476
42,7967,-1036.8456808165595,-1035.7063983271062
43,8129,-1036.4482107997533,-1034.310337068392
44,8245,-1036.3836541493754,-1035.266025647871
45,8406,-1036.0219846151322,-1034.372783808513
46,8552,-1036.0013738696546,-1035.200158968531
47,8651,-1035.8234979506701,-1035.9573813156535
48,8816,-1035.6879071092317,-1035.7257609700057
49,8988,-1035.4906538809632,-1033.4091642550563
50,9153,-1035.1002915266113,-1033.6403314245085
51,9550,-1035.1084117625671,-1037.4957758400328
52,9673,-1034.9966652595197,-1034.5889332966324
53,10009,-1035.0572119380631,-1034.9158038538264
54,10316,-1035.219017740279,-1036.884083670031
55,10446,-1035.262148600403,-1034.8040924097518
56,10946,-932.7109255419731,-9.687928384234198
57,11071,-932.5557554405557,-1034.40568030148
58,11571,-829.6992983073094,-7.1611896375417485
59,11704,-829.8714842485809,-1035.1310236677707
60,11826,-830.211546983229,-1037.0409587709887
61,12102,-829.8888753941455,-1034.2690599491987
62,12250,-829.6569028863763,-1032.2692082189415
63,12358,-829.2099444194833,-1030.4462191848957
64,12511,-828.8179753302727,-1032.9643927779225
65,13011,-728.3960422167239,-30.58476127426552
66,13167,-831.1919127419478,-1037.6466336364729
67,13283,-831.3080895712261,-1035.5674485942636
68,13408,-934.1175080398887,-1035.2553743241688
69,13495,-933.6696895253696,-1030.6528385225802
70,13594,-932.8115032517628,-1028.4590960349199
71,13679,-932.5029381169628,-1031.183408601199
72,13791,-931.5343375947489,-1022.5832029968005
73,13938,-932.0873560086372,-1035.9764033237814
74,14041,-932.0620942297717,-1032.7117749892657
75,14183,-1031.982379804065,-1029.787617017198
76,14347,-1030.9032336949804,-1026.8551725456277
77,14422,-1029.745341785876,-1023.9885295032176
78,14922,-928.062306439699,-18.425020862400096
79,15048,-927.6143135645168,-1026.172909770757
80,15140,-927.3053380540448,-1025.3693409302005
81,15218,-926.8310424322266,-1026.4404523830153
82,15318,-927.2250761845407,-1026.5235405199446
83,15432,-925.8838979753907,-1022.5646212322811
84,15647,-925.5427390168234,-1029.3001854035913
85,15779,-926.4263370004741,-1038.623596853706
86,15874,-926.6551251465373,-1029.1430540062597
87,15954,-926.6708954532338,-1024.1462325701825
88,16030,-1027.7533090716213,-1029.2491570462755
89,16096,-1027.349853121606,-1022.1383502706014
90,16165,-1027.1290671582858,-1023.1614812970005
91,16253,-1026.9073131470998,-1024.2229122711553
92,16312,-1026.463696686383,-1022.0873759127751
93,16389,-1026.422960442706,-1022.1572587955105
94,16468,-1025.9268374477158,-1024.338955453691
95,16555,-1024.6368025492282,-1025.723247868829
96,16640,-1024.0520498433539,-1023.2955269475193
97,16713,-1024.42185979038,-1027.8443320404444
98,16805,-1024.7198930164977,-1032.229489307451
99,16957,-1026.1072723656926,-1036.0121437625494
100,17090,-1027.6209813930413,-1038.2985715704872
101,17309,-1029.2556679899749,-1040.5697782404914
102,17531,-1030.3908743526877,-1033.4394395399042
103,17625,-1031.926974428047,-1037.5182595491049
104,17847,-1034.0519234276865,-1045.5884454500824
105,18032,-1034.940136815621,-1034.6053817481745
106,18532,-934.0416051407465,-14.310210198776039
107,19032,-832.5627743689829,-13.056024322807517
108,19184,-831.8989717707484,-1025.5914633251061
109,19684,-729.8665347906049,-15.687773961114218
110,19876,-728.9360184142715,-1028.9934078071533
111,20376,-626.4894206459697,-16.103800557473658
112,20876,-524.9427825712074,-17.97305879228111
113,21068,-523.9303171760534,-1027.3936055975644
114,21568,-421.0781454358713,-17.06672804826137
115,22068,-319.66460341160786,-20.46996150554092
116,22267,-420.887815105782,-1026.5423271405164
117,22438,-522.0958000050668,-1025.135873315657
