episode,timestep,reward,raw_reward
1,154,-1133.7970080782018,-1133.7970080782018
2,246,-1103.0475531714292,-1072.2980982646563
3,445,-1176.3797678601632,-1323.044197237631
4,509,-1245.3892606470927,-1452.4177390078817
5,612,-1350.8251371189892,-1772.5686430065753
6,1112,-1331.8188140921202,-1236.787198957775
7,1259,-1332.560181285566,-1337.0083844462415
8,1389,-1340.0431503813438,-1392.423934051788
9,1545,-1370.6417082458522,-1615.4301711619198
10,1713,-1384.855160253639,-1512.7762283237205
11,1842,-1392.7857970278737,-1472.0921647702194
12,2025,-1385.5772058239615,-1306.282702580929
13,2189,-1374.2495538783821,-1238.3177305314298
14,2310,-1356.8664353500037,-1130.8858944810822
15,2439,-1340.8568214334525,-1116.7222266017377
16,2599,-1329.9686034965193,-1166.6453344425236
17,2709,-1319.78079361643,-1156.775835535001
18,2899,-1313.2405508185698,-1202.0564232549455
19,3042,-1306.0107310807273,-1175.8739757995656
20,3234,-1300.7107471168536,-1200.0110518032525
21,3446,-1294.9183370505311,-1179.0701357240791
22,3672,-1290.9840872252405,-1208.3648408941406
23,4125,-1289.845351298292,-1264.7931609054199
24,4268,-1286.2781387224488,-1204.2322494780587
25,4506,-1283.706321686674,-1221.9827128280763
26,4670,-1280.522384139756,-1200.9239454668002
27,4881,-1277.1519061132765,-1189.51947742481
28,5044,-1272.73532961024,-1153.4877640282593
29,5333,-1272.7256747432768,-1272.4553384683072
30,5454,-1269.1046831483443,-1164.095926895304
31,5562,-1263.6910369125019,-1101.2816498372292
32,5809,-1259.7141842156543,-1136.4317506133816
33,5929,-1255.060697435554,-1106.149120472341
34,6060,-1250.4402317314878,-1097.9648634973032
35,6560,-1216.9438879795848,-78.06820041488561
36,6687,-1214.2027842993864,-1118.2641554924378
37,7027,-1223.6472824099,-1563.6492143883847
38,7527,-1192.3129276182995,-32.941800329076244
39,8027,-1163.7572152651042,-78.64014584367906
40,8205,-1162.6142682441666,-1118.0393344276174
41,8705,-1135.291638565752,-42.38645142916707
42,9205,-1109.071078010336,-34.028095238272506
43,9427,-1109.9906665122096,-1148.6133835909077
44,9693,-1111.2063434438555,-1163.4804515046312
45,10193,-1087.3642790223187,-38.31344447469212
46,10326,-1087.2442641607452,-1081.8435953899407
47,10826,-1065.0102883158504,-42.24739945069536
48,11326,-1046.79977512347,-190.90565508159168
49,11826,-1030.7101963169089,-258.41041360197113
50,12326,-1010.9227508478933,-41.337922866128594
51,12498,-1012.7401544902189,-1103.6103366064951
52,12670,-1014.3497733565998,-1096.4403355420302
53,13170,-995.8518392007348,-33.959263095755475
54,13283,-997.2498316160012,-1071.3434296251196
55,13783,-979.7237480265347,-33.315234195345724
56,14283,-963.4840480429905,-70.30054894805298
57,14783,-948.5239435501231,-110.75809194955542
58,15003,-951.2493761848932,-1106.599036366788
59,15503,-936.7299967943933,-94.60599214539269
60,16003,-922.5425376347829,-85.48244721777017
61,16503,-908.4711199584999,-64.18605938152403
62,17003,-895.1786476650747,-84.33783776613565
63,17503,-882.262319946301,-81.45000138233229
64,18003,-869.389269590027,-58.38709714476211
65,18503,-858.6092487325819,-168.68791385609865
66,19003,-848.1062618387932,-165.41211374253183
67,19139,-852.9248682768532,-1170.9528931888053
68,19417,-860.0645910903763,-1338.426019596429
69,19545,-864.2977946415104,-1152.1556361186324
70,19820,-873.68606427296,-1521.4766688429804
71,20320,-865.1794159699618,-269.7140347600839
72,20820,-859.6585606594773,-467.67783361507526
73,21320,-855.5824934452831,-562.105654023302
74,21820,-847.050784059622,-224.23599890635342
75,22320,-836.6947637192426,-70.34925853116518
76,22524,-855.0213861601942,-2229.5180692315594
77,22731,-872.6434957519161,-2211.923824722788
78,23231,-870.8345145533016,-731.5429622599802
79,23731,-864.1356307210681,-341.62269180685337
80,24231,-861.5281745038519,-655.5391333437773
81,24731,-857.6204050645459,-544.9988499200697
82,25231,-847.631751259736,-38.55079307013201
83,25731,-843.6792321357101,-519.5726639655984
84,25925,-859.5135325405606,-2173.7604661431583
85,26425,-853.5275171132,-350.70222121489746
86,26925,-843.7329933751541,-11.198475641261883
87,27425,-839.8443549709144,-505.4214522063006
88,27925,-837.4418669193143,-628.4254064301048
89,28425,-840.2255155041931,-1085.186590973532
90,28925,-837.8901856788067,-630.0458312194045
91,29425,-835.7802670871798,-645.8875938407584
92,29925,-826.9017994211739,-18.96124181463687
93,30425,-827.837925486913,-913.9615235349083
94,30925,-827.3786998296536,-784.6707137045307
