episode,timestep,reward
1,276,-1204.372889911355
2,520,-1204.1552057714557
3,750,-1204.0839244694225
4,1028,-1203.5102758647888
5,1329,-1203.9153609889868
6,1627,-1203.9923966943527
7,1981,-1203.9461286921596
8,2162,-1203.699695815833
9,2455,-1204.1453388264192
10,2684,-1203.9702361480508
11,2878,-1204.1793648894627
12,3179,-1204.4719699577684
13,3438,-1204.5614266212683
14,3615,-1204.3771013501348
15,3795,-1204.4246090780002
16,3972,-1204.5702473882525
17,4145,-1204.5325177743848
18,4336,-1204.5811253994632
19,4535,-1204.5025936433474
20,4744,-1204.516911325086
21,4952,-1204.2874720287828
22,5147,-1204.1821107918959
23,5335,-1204.2526023564192
24,5499,-1203.9191451189988
25,5666,-1203.908925421138
26,5831,-1203.9213945712775
27,6197,-1204.0619386984467
28,6397,-1203.9472393724516
29,6624,-1204.083015272151
30,6933,-1204.1989003627957
31,7142,-1204.2559381148462
32,7349,-1204.2557724298208
33,7554,-1204.1639694144728
34,7851,-1204.0743628491864
35,8022,-1204.1164291308578
36,8280,-1204.1553455123133
37,8568,-1204.1305413163225
38,8808,-1204.2492613962174
39,8986,-1204.374783427924
40,9167,-1204.415781587991
41,9447,-1204.416690508467
42,9668,-1204.4926485546969
43,9883,-1204.4996045878358
44,10059,-1204.6083332759288
45,10282,-1204.5864237854244
46,10503,-1204.5500657087111
47,10704,-1204.5588955775886
48,10896,-1204.5609132555976
49,11119,-1204.5859927742733
50,11353,-1204.5259234863554
51,11589,-1204.5759631704477
52,11881,-1204.5331526956575
53,12053,-1204.4872787102106
54,12233,-1204.4506890070127
55,12442,-1204.4484588353014
56,12665,-1204.5353349666495
57,12907,-1204.5308353712987
58,13125,-1204.5717953341443
59,13596,-1204.5708836184133
60,13803,-1204.6351649607686
61,14029,-1204.6340854918524
62,14216,-1204.6331784379413
63,14438,-1204.627471712837
64,14671,-1204.603915781201
65,14887,-1204.5515355147684
66,15180,-1204.4989238829573
67,15520,-1204.5674551649597
68,15800,-1204.565264980193
69,15990,-1204.6149677408755
70,16171,-1204.5746353195434
71,16396,-1204.652882111965
72,16705,-1204.6687293803197
73,16873,-1204.6410918909894
74,17143,-1204.6092205880043
75,17418,-1204.5811488690701
76,17607,-1204.5676835024844
77,17832,-1204.6217496072966
78,18029,-1204.654211766958
79,18505,-1204.6496835154023
80,18783,-1204.6403704406748
81,19011,-1204.6842902556984
82,19300,-1204.6987917658373
83,19481,-1204.7540939232924
84,19812,-1204.7717823588605
85,20097,-1204.7833318448227
86,20329,-1204.7933750975017
87,20533,-1204.815386321794
88,20929,-1204.8347929221802
89,21243,-1204.8209125939818
90,21485,-1204.8678183180086
91,21735,-1204.849535264086
92,22056,-1204.8549758507572
93,22327,-1204.837772594781
94,22707,-1204.8328253954128
95,22976,-1204.8519118974468
96,23197,-1204.8412343407952
97,23501,-1204.87041423819
98,23711,-1204.8482107623734
99,24026,-1204.8684929310048
100,24219,-1204.8466001642068
101,24513,-1204.875289230584
102,24823,-1204.8819468873162
103,25069,-1204.9020040229284
104,25285,-1204.9772719373632
105,25615,-1204.9582479672417
106,25995,-1204.9740691106329
107,26233,-1204.9427280183018
108,26614,-1204.9782440222798
109,26830,-1204.9490506161956
110,27023,-1204.9848801982441
111,27281,-1204.953584765746
112,27509,-1204.9650822539759
113,27781,-1204.9516870125617
114,28127,-1205.0076033100772
115,28487,-1205.021125946487
116,28780,-1204.9781770052848
117,28967,-1204.9616947006302
118,29269,-1204.966305850493
119,29502,-1205.0291839481727
120,29820,-1205.0590083639684
121,30085,-1205.1105753323425
122,30345,-1205.1314039731808
123,30534,-1205.1671283411906
124,30802,-1205.25962601611
125,31106,-1205.2943969057735
126,31370,-1205.2874072979437
127,31636,-1205.2733496349363
128,31922,-1205.3169905008508
129,32199,-1205.2453941329309
130,32413,-1205.2111296375485
131,32699,-1205.1709098795159
132,33024,-1205.1598677379143
133,33243,-1205.2403841000764
134,33546,-1205.2511780681132
135,33778,-1205.2259404762717
136,34022,-1205.1987680640495
137,34222,-1205.2116921023642
138,34519,-1205.1988529837174
139,34811,-1205.1234690361985
140,35039,-1205.1424646433804
141,35387,-1205.1727268432214
142,35672,-1205.1721971758714
143,35856,-1205.135212931148
144,36185,-1205.1168272597429
145,36466,-1205.111828544658
146,36736,-1205.1616866927207
147,37041,-1205.177783561506
148,37243,-1205.1871044434322
149,37638,-1205.2069367051138
150,37809,-1205.2624996564723
151,38114,-1205.2048981109108
152,38614,-1193.1971507618916
153,38885,-1193.2241120465874
154,39308,-1193.2355699144111
155,39563,-1193.2610303183453
156,39829,-1193.2085728608013
157,40055,-1193.207677780641
158,40279,-1193.1735183175574
159,40592,-1193.2102867756373
160,40997,-1193.144776991826
161,41316,-1193.1305969007817
162,41540,-1193.1485897554344
163,41919,-1193.1648547572086
164,42132,-1193.1751327428474
165,42366,-1193.2494582930585
166,42619,-1193.3011751440185
