episode,timestep,reward,raw_reward
1,129,-1031.2693098979976,-1031.2693098979976
2,260,-1030.529642118335,-1029.7899743386724
3,429,-1028.67234104403,-1024.95773889542
4,610,-1030.71111107264,-1036.82742115847
5,705,-1029.944927328385,-1026.8801923513636
6,806,-1028.8352630104384,-1023.2869414207074
7,873,-1027.9509731975058,-1022.6452343199095
8,924,-1026.816283557941,-1018.8734560809871
9,986,-1025.9975512179667,-1019.4476924981727
10,1049,-1025.6404834286764,-1022.4268733250639
11,1118,-1025.0420006623228,-1019.0571729987854
12,1165,-1024.4730206906788,-1018.2142410025946
