episode,timestep,reward,raw_reward
1,92,-1015.4969319591273,-1015.4969319591273
2,165,-1015.1211251684159,-1014.7453183777045
3,256,-1015.7157700790976,-1016.9050599004613
4,538,-1016.486277726759,-1018.7978006697429
5,706,-1016.9325747403263,-1018.7177627945956
6,809,-1016.1019328785978,-1011.9487235699553
7,880,-1015.2084791646873,-1009.8477568812241
8,986,-1014.8963729192617,-1012.7116292012829
9,1014,-1014.0459775036707,-1007.2428141789418
10,1055,-1013.438659797422,-1007.9728004411846
11,1086,-1012.8795367395786,-1007.2883061611451
12,1123,-1012.4458461405214,-1007.6752495508908
13,1160,-1012.1038753170452,-1008.000225435332
14,1188,-1011.7460683979882,-1007.0945784502464
15,1238,-1011.5393426864346,-1008.6451827246832
16,1288,-1011.3416692662556,-1008.3765679635727
17,1340,-1011.171015883298,-1008.4405617559747
18,1372,-1010.9784794727974,-1007.7053604942879
19,1404,-1010.7998685805442,-1007.5848725199877
20,1434,-1010.6315414815899,-1007.4333266014584
21,1462,-1010.2241801654536,-1007.3497056363977
22,1494,-1009.8718989412548,-1007.6996938937285
23,1535,-1009.4354929413415,-1008.1769399021955
24,1568,-1008.8705283745765,-1007.4985093344449
25,1620,-1008.3480147882929,-1008.2674910689225
26,1663,-1008.1533628392826,-1008.0556845897501
27,1721,-1008.0818215008278,-1008.4169301121239
28,1767,-1007.9270567257903,-1009.6163337005341
29,1818,-1007.9773693434705,-1008.2490665325462
30,1955,-1008.6337336170852,-1021.1000859134812
31,2134,-1009.3633736326117,-1021.8811064716779
32,2261,-1010.1344288521689,-1023.0963539420297
33,2402,-1010.8265861609418,-1021.8433716107899
34,2526,-1011.551137026889,-1021.5855957691938
35,2790,-1012.0826271142141,-1019.2749844711859
36,2909,-1012.732843170124,-1021.3808890817702
37,3029,-1013.3918776518528,-1021.6212513905504
38,3148,-1014.07495291262,-1021.366865709626
39,3235,-1014.7452107694141,-1020.9900296558727
40,3345,-1015.450421252802,-1021.5375362692133
41,3504,-1016.5465901610789,-1029.2730838019395
42,3646,-1017.4840386693464,-1026.4486640590815
43,3762,-1018.3419638919049,-1025.3354443533697
44,4109,-1019.6339860966746,-1033.3389534298383
45,4222,-1020.3587490762526,-1022.7627506604822
46,4340,-1021.1412494454129,-1023.705691972951
47,4544,-1022.0821177145104,-1027.2342954940798
48,4976,-1023.0376816928268,-1028.7276132668546
49,5145,-1023.8309046804341,-1024.1135262846951
50,5307,-1023.9715394076353,-1023.9127804575047
51,5588,-1023.7402764262148,-1017.2558468432705
52,5750,-1023.9011313490224,-1026.313452398178
53,5842,-1023.9943230220704,-1023.7072050717512
54,6342,-973.7500471850675,-16.700079029138056
55,6651,-974.5307927370422,-1034.8898955106772
56,7151,-924.4553921728824,-19.872877798573775
57,7287,-924.650521676065,-1025.5238414542016
58,7475,-924.8296036739523,-1024.9485056673727
59,7617,-924.957942517877,-1023.5568065343696
60,7897,-925.0088249152983,-1022.5551842176407
61,8178,-924.8325298141351,-1025.7471817786757
62,8462,-924.9108182044735,-1028.014431865846
63,8588,-924.8841391175802,-1024.8018626155
64,8869,-924.5105887485652,-1025.8679460495391
65,9135,-924.5942361664984,-1024.435699019148
